Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,sentiment
1070,proair-hfa,8,Considerably Effective,No Side Effects,asthma flares,i was able to breathe more freely after i took this medication and my peak flow meter readings were significantly higher,"I did not notice any side effects. However, unless I positioned the inhaler very carefully, some of the medication ended up in my mouth rather than being inhaled.","I was also using a Q-Var inhaler twice a day during the flare (I normally use it once a day.) My treatment regimen when I have a flare is Q-var at 2 puffs twice a day, and the ProAir inhaler 2 puffs every four hours.",1
75,flexeril,8,Highly Effective,Moderate Side Effects,muscle spasms,muscle relaxation took about  days to be effective  pain reliever was effective in numbing the sensation initially but after  days relief was found  days was far better and  stopped taking every day,"Drowsiness was an issue, but this did improve the sleep time which reduced stress and allowed blood pressure to lower.  I do not like to take medicine, but I can see how easy it is to rely on these to feel relaxed and numb!  It is frightening when I hear about people taking these every night and not think about treating underlying cause of muscle tension.","The two medicines were used in tandem to offset the excrutiating pain in neck and shoulders due to muscles spasms. Chiropractic care was also used, but the pain was equivalent to childbirth contractions and after two days of no sleep and increased stress, medicine was sought.  The medicine took another two days to offer relief that allowed sleep, but after 4 days the muscles were relaxed. Chiropactic care continued and yoga was restarted to resolve the underlying problems. After 6-7 days medication was stopped. 1 night of the following week required medication, but since, none needed.",1
3594,differin,7,Considerably Effective,Mild Side Effects,acne,smoother and clearer skin believe it may act as a vitamin a derivative and promote faster cell turnover my skin had less cystic boils and lesions skin was less oily and seemed more resilient but you have to be careful with the dose otherwise skin can become more sensitive and sun block is recommended with this medication too,"Skin sensitivity can increase if you use too much of the product. When it says apply a thin layer, it means a very small amount - it goes a long way! For me this  was the only real side effect.","Treatment is simple - after cleansing the face gently, apply a thin layer of the Differin gel to the skin before applying anything else, in other words it should go underneath any moisturiser or any other product you are using so that it is in direct contact with the skin.",1
1320,prevacid,5,Considerably Effective,Moderate Side Effects,acid reflux,taken daily prevacid successfully reduced my acid stomach symptoms to the point that they did not occur i did not need other over the counter remedies i had used in the past such as antigas and antacid medications taken after symptoms appeared,"Unfortunately, I became woozy and suffered dizziness after taking the medication, often requiring that I lie down and or take a nap. After an initial period of a few hours, these symptoms subsided. Side effects were sporadic and I tried initially to continue the medication due to its effectiveness.","Prevacid was prescribed for my symptoms of acid reflux, which included some stomach  upset and ""full"" feeling after eating.  Although it was highly effective, I eventually discontinued use of Prevacid due to side effects.  I am now using over the counter Zantac successfully, only as needed, not daily. It should be noted that I am very sensitive to medication and often react to medications that are not a problem for others.",1
1037,vyvanse,8,Highly Effective,Severe Side Effects,add,high concentration and staying focused  it took away my irratibility  aggitation i feel very calm i felt that it help extremely with all my add symptoms except that i felt depressed if that makes sense weight loss,Teeth Clenching for the first week. Scalp picking and chewing the inside of my cheeks. Very depressed. A little jittery.,This is a great medication for ADD. I've never felt so together in my adult life. My Doctor doesn't want me to take it anymore because of my side effects. I'm so upset that I had side effects on this med because I loved how it worked.,1
3670,effexor-xr,9,Highly Effective,Mild Side Effects,depression/anxiety,"helped with being able to feel more comfortable interacting in social settings
helped with being able to complete daily chores and activities also besides getting my daily chores accomplished i have more desire to attend social events and have picked up a few hobbies increased my overall since of happiness and positive outlook on life","At first I had trouble sleeping until my body adjusted to the medication.
I have more vivid dreams. Also has caused me to talk in my sleep and sometimes physically act out the dream while asleep. One night I was dreaming I was swimming and woke me and my boyfriend up because I was kicking my legs as if I were swimming. If I miss a dose and go to sleep it causes night sweats. If I miss a dose before bed I wake up with my clothes and hair soaked in sweat.","I was started at 37.5mg for a week. Moved up to 75mg the next week. After a week at 75mg was then moved up to 150mg. I was then moved up a week later to 250mg. I took 250mg for about 2yrs. I had to cut back on the dose because I lost my job with insurance and could no longer afford 250mg prescriptions.
I tried to (without my doctors advice or knowledge) get off the medicine cold turkey when I lost my insurance. Doing that made me extremely emotional. I would start crying for no reason at all and felt crazy! I went back to the doctor and talked about my situation. She set up a program to slowly take me off the medicine. I stepped down my dose by 75mg every 2 weeks till I got to 75mg. Then I went to taking 37.5 for 2 weeks. Then went to 37.5 every other day for a week. Then 37.5 every third day and so on till I finally got down to none. I went 6 months off the medication before going back to the doctor to be put back on it. I have now been back on it for about a year now. I have no plans to ever stop taking it again.",1
247,wellbutrin-xl,8,Moderately Effective,Mild Side Effects,depression,helped with depression  did nothing for anxiety i did help me with my fear of crowds it also helped me with my hopelessness i had been encountering,"Anxiety - Seemed to make me nervous and to make me irritable at times. It did not, however, decrease my appetite which is does for many people who take it.",Given for major depression.  One 150mg pill per day.  I still take the same dosage as I started out on.  I am afraid to up my dose because Wellbutrin can cause seizures in many people.,1
1606,coreg,6,Considerably Effective,Moderate Side Effects,heart,heart works better no pvcs less shortness of breath able to do physical activities again,DRY SKIN  wrinkles  decreased appetite  takes the body a long time to adapt to such a radical change to the heart and lungs,took the pill and get checkups? congestive heart failure first confirmed by an echocardiogram  wore a holter for 24 hours to detect pvc's,1
3934,nexium,8,Considerably Effective,No Side Effects,heart burn,nexium  is very effective for me when i want to relieve heartburn i dont take it everyday only when i have the symptoms of heartburn due to acid reflux  the treatment benefits were that my stomach felt better and i didnt have acid reflux due to the foods i had ingested,I did not experience any symptoms.,The way I use Nexium is I take it every time a food doesn't sit well and causes acid reflux or I feel it'll cause  I take it.,1
1511,kenalog,2,Ineffective,Moderate Side Effects,acne,i saw a moderate decrease of inflammation in some cystic acne lesions  in the case of mild acne that is not cystic the risks outweigh the benefits if the injection is not done properly,"I developed a prominent indentation on my face at one injection site.  This was caused by lipothrophy, or a shrinkage of the fat cells beneath my skin.  This usually resolves within 2-4 weeks.  Sometimes it never goes away completely.  I have also been unusually irritable and anxious.","A dermatological assistant injected what she assumed to be several adult acne cysts on my face with an unknown amount of Kenalog 10.  About a week after one injection site developed an indentation the size of a pencil eraser. On a subsequent follow up visit the doctor told me that this would go away in two to four weeks.  In two weeks, I have seen no improvement.  I feel that the docor did not adequately explain the possible physical and emotional side effects of this very potent drug.  She never said that it was a steroid.",0
1930,zithromax,1,Ineffective,No Side Effects,bronchitis,i didnt receive any treatment benefits from this drug  it actually made the symptoms worse with more resistance to antibiotics  i ended up having to take a different more powerful antibiotic  i tried it two separate times with the same results both times,none that I could identify,I was take this to deal with the infection in my chest.,0
186,adderall,9,Considerably Effective,Moderate Side Effects,attention deficit disorder,able to concentrate on school work movies and everything else that might go into a day able to become interested in hobbies and follow through with them  people treated me differently  the horses even treated me differently  this medicine changed my life  gained the ability to remember things from conversations to classwork,"Hair loss.  Weight loss, which is nice at first but changes to malnourishment after a few years.  Relationships changed because I was no longer able to be manipulated.",1/2 in the AM.  1/2 after lunch,1
2964,niaspan,8,Highly Effective,Moderate Side Effects,high lpa,niaspan definitely works to lower lpa  i understand that high lpa cause plaque build up in the arteries  according to my cardiologist high levels of lpa cause skinny people to have heart attacks  my levels were in the s and the normal range ends at   after taking niaspan for a few weeks my lpa was within normal limits,Flushing with skin burning was the main side effect of taking 1000 mg of Niapsan per day.  The cardiologist suggested taking a baby aspirin one halp hour before taking the Niaspan.  This does eliminate most of the flushing side effects and skin burning.  I highly recommend everyone with a family history of heart problems to get a blood test for lpa.,"1000 mg a day - once a day  Cardiologist wanted me to take up to 1,500 mg but 1,000 mg brought my lpa back into range.  My blood lpa test came back in the 70 range and normal limit is up to 30.  After taking 1000 mg, I was back in the normal lpa range.  Everyone with a family history of heart attacks or high cholesterol should have an lpa blood test run in order to prevent possible plaque buildup.",1
2027,protonix,7,Moderately Effective,Mild Side Effects,gerd,reduced excess acid and throat irritation although not completely bending over still causes bile in throat  nighttime coughing still happens certain foods definitely trigger irritation  protonix was the last of  or  similar medications i tried nexium etc and all others had much worse side effects headaches and dry mouth particularly,"Mild nausea at first, gradually disappearing after about a month of treatment.","basically 1 pill in the AM and avoid triggering foods such as chocolate.  Fortunately food triggers seem to be time-of-day sensitive. For instance, I can drink coffee but only in the AM.",1
2731,elavil,10,Highly Effective,Mild Side Effects,migraines,i had fewer headaches and the headaches which i did have were less severe and easier to relieve with medication i have fewer days off from work and can enjoy life with family and friends without worrying about headaches,"I experience an increase in headache severity after taking the medication as well as nausea and light sensitivity. But I only have to take 1 pill, tolerate the increase in symptoms for about 1/2 hour and my headache is gone. And, I don't have the headache hangover I used to have with other medications.",I take a daily medication at bedtime (amitriptyline) which reduces the frequency of my headaches (significantly!) and then I take Axert when I do get a migraine headache.,1
2068,metformin,7,Considerably Effective,No Side Effects,diabetes,lowered blood sugar,none,two pills in the morning and two in the evening.,1
2906,tramadol,8,Considerably Effective,Moderate Side Effects,collar bone injury,moderately dulled the pain of a collar bone injury  pain was still existent but i was so dopey that i didnt care,I was VERY tired.  Felt like I was drunk almost.  Could not take twice a day as prescribed because it made me so drowsy.,Take 1 tablet by mouth twice daily.,1
1633,premarin,10,Highly Effective,No Side Effects,hrt,alleviation of post hysterectomy depression and other post menopause symptoms,Some headaches at the beginning of the treatment.  Some breast tenderness initially.,"Three months after my hysterectomy in 1998 I was hospitalized with severe depression.   The depression went away shortly after starting the Premarin.  My doctors have tried taking me off of it on several occasions, but each time we try, the depression comes back.",1
2974,strattera,1,Ineffective,Extremely Severe Side Effects,adhd,none,"visual disturbances, weight gain, insomnia, anxiety, hyperglycemia, headaches, mild hallucinations, water retention, difficulty concentrating, memory lapses, erratic behaviour. these side effects lasted for several weeks after I stopped taking the medication, and my vision did not return to normal for almost a month.  my doctor said it was an anti-cholinergic reaction.","i started at a very low dose, to be worked up gradually. treatment ended before this could happen.",0
1081,effexor,5,Moderately Effective,Moderate Side Effects,depression,im not entirely sure it was effective at all,It was really difficult to quite taking Effexor.  I had all kinds of panic attacks and severe depression when trying to quite.  I must have tried to quite a dozen times.  I think this is a dangerous drug.,I took Effexor once daily at bedtime for 3 years.,1
2925,tramadol,10,Highly Effective,Mild Side Effects,post-surgical pain,eliminated the pain without the mental side effects of drugs like vicodin,"Seemed to be a very mild mood elevator, but that could just have been due to having my mood improved from not being in pain. For the first couple days of taking it I suffered moderate insomnia/waking up during the night. This went away over the course of treatment.","After surgery, I was offered Vicodin or Percocet but do not like either because they cause me to be too foggy mentally. I initially tried just Advil but that didn't work on the pain. The Dr. prescribed generic Ultram (Tramadol). It took quite awhile for the first one to take effect (more than an hour) but it provided long-lasting pain relief. I was a bit leery of it because I read online that it can be addictive however, after 3 weeks I cut the dose to 1x a day instead of 2x and then after 4 weeks stopped entirely with no ill effects after that.",1
3656,retin-a,7,Considerably Effective,Moderate Side Effects,aging skin,i noticed an accelerated skin cell turn over with the peeling and new skin coming through which is brighter and younger looking with the combination of the obagi skin care my skin also became uniform in color overall and the darker or brown spots faded which helps to make my skin look even better  i dont have much wrinkles to speak of except minimal ones around the eye area and laugh lines around the mouth which i did not notice any change or improvement on that  pimples after an initial phase of getting worst got better and during the monthly period is lesser than before treatment definite improvement on that,"Itching, peeling, irritated skin. Appearance of pimples on the shoulder and back of the neck if I apply Retin A on that area.","Retin A applied with the Obagi skincare products at night before going to bed. 

Obagi skincare regimen:
Cleanser,  toner, clear, exfoderm, sunscreen during the day.
Cleanser, toner, clear, Retin A mixed with the blender at night.",1
3642,retin-a,8,Considerably Effective,Mild Side Effects,sun damage to skin,retina smoothed out my skin and reduced fine lines it particularly helped the kind of lines that radiate from the corner of my eyes down my cheeks  they virtually disappeared and people remarked within a few months that i looked healthier less tired and younger  i was happy with the results of using this product,"Irritated skin, dry skin. When I first started using this product, they gave me a weaker strength and I gradually was given stronger formulas as my skin got used to it.  The only problem was that if I used a little too much, even later as my skin was used to the formula, I would wake up with red skin that looked like a sunburn.  I eventually moved to using topical ascorbic acid instead of Retin-A, which works well and doesn't cause the skin irritation.",I spread a dab or two of the cream on my face at night before sleeping.  It took several weeks to acclimate to the cream. It did improve the appearance of my skin. I noticed that it also made what the dermatologist called pre-cancerous spots disappear (these were a couple of small spots that the doctor wanted to treat with topical vitamin A).,1
1792,citalopram,9,Highly Effective,Mild Side Effects,insomnia,i did notice right away a marked improvement in my insomnia and no longer require the clonazepam  i too felt a weight lifted off my shoulders and my disposition improved  i felt much better than i had in years  little aches and pains in my lower back and hips which ive been treating throught the chiropractor became more tolerable  my husband was pleased and thinks im much easier to live with  i didnt realize how grouchy and difficult i had become,"I have trouble waking and getting up in the morning.  My lips are very dry and nothing seems to help.  My mouth is also dry first thing in the morning, but improves as the day progresses.  I yawn excessively.  I don't have as much energy, I have to force myself to take an evening walk.","Dr initially told me he thought my insomnia was depression.  I was desparate.  The sleep deprivation was making it hard to function at work and home.  I agreed to take 20 mg of citalopram.  My insomnia didn't completely subside, so I still was taking clonazepam .5 mg about every other night.  After a month, the dr upped the prescription to 40 mg.  I slowly made the transition from 20 to 30 then 40 mg.",1
2435,symbicort,1,Moderately Effective,Extremely Severe Side Effects,asthma,breathing became easier,"Had leg cramps, dizzyness, muscle weakness, tiredness - progressive over two months of taking Symbicort.

The patient died two months after commencing Symbicort.   Discussion after death led to physician suggesting this was the cause of a massive MI and death.  He was going to report this to the manufacturers.",On using second issue of Symbicort death occured.,0
1666,climara,8,Highly Effective,Mild Side Effects,complete hysterectomy,decreased hot flashes,Wondering if changing generic could cause all of the swelling?,"After all these years on climara patch the pharmacy changed my patch to the generic brand and I'm having extreme swelling over my entire body, legs, feet, hand, face.  It is awful.  I will contact my doc today.  Could the change from Climara to the generic cause this?",1
32,alprazolam,8,Moderately Effective,Mild Side Effects,tinnitus,treatment benefits were reduced anxiety caused by ringing in the ears sufficiently to allow rest and sleep,"Occasional daytime drowsiness, muscle and joint pain seemed more intense while on alprazolam.","Alprazolam used at night to reduce anxiety and ringing in ears, also reduced use of ibuprofen and tylenol as this may contribute to ringing in the ears.",1
3601,fluconazole,8,Moderately Effective,Mild Side Effects,rash,the drug fluconazole was a quick and easy way to get systemic drug levels to fight skin fungus,"I felt nauseous occasionally while on this drug, and I also had some issues with occasional tiredness. I had no allergic reactions.  No other significant side effects.",daily dose of 100mg by mouth.,1
1130,evista,3,Ineffective,Moderate Side Effects,osteoporosis,i couldnt stay on it long enought to know if there were any,"I soon started having blurred vision, then extreme dry eyes.  I know it sounds strange, but I couldn't focus at work or concentrate.  The worst of all, I started having strange pain in my knees and hips that, I had not felt before.  It was not my ususal pain.  I had foot cramps, couldn't sleep real well. I had extreme hot flashes each day, however, those were tolerable. I am only praying that this will all go away.  I really did want to try this, if it helps build bone, but iw wasn't worth it, to me.",One 60 mg. pill per day.  I increased my calcium supplement to about 900 mg. per day.,0
3029,seroquel,10,Highly Effective,Mild Side Effects,schizo-affective disorder,a very good nights sleep is one of the benefits found out that the sedative effects are actually increased in the lower doses  i lowered my dosage and live the sound sleep  it knocked out my delusions and hallucinations hopefully for good,"weight gain is the worst side effect, but a small price to pay for sanity.","I actually ended up with motion disorders from all the other meds, the worst one being parkinsons for over a year.  I had to take parkinsons drugs. It was so scary drooling all the time and looking stone faced, no expression.  I dont feel any signs of this with the seroquel.",1
445,lorazepam,5,Highly Effective,Moderate Side Effects,anxiety,even split pill severly reduced anxiety made me feel more relaxed took away physical feelings associated with anxiety like sweating and racing thoughts  made it easier to sleep  continued to work for  to  hours after taking took away mental stress and cleared my mind of all worries,made me very tierd even after 12 hours.  It was very hard to wake up even after having drak 12 ounces of coffee.  Throughout the day my mind had an empty feeling that made it hard to jump start my responsiblties.  I find it hard to get into physical activity such as going to the gym becuase I am tiered througout the day.,can be taken: one to two every 12 hours,1
3615,retin-a,10,Highly Effective,Severe Side Effects,acne,face cleared up in weeksabout  mths i started in the end of november and by mid february my face was extremely clear i stop using it after my face cleared up wrong thing to do once your face has cleared you still need to continue using it so your face can remain clear,I got a whole lot of bumps on my face from using heavy amount of retin-a on my face. You only need to use a little to get the job done. It's very strong and needs to be put on very lightly on the bumps. Excessive retin-a will cause you to look worse!,I love rein-a only because it grabs everything from underneath the surface and brings it out. It really works but takes time and patience. I would always stick to retin-a and never change because it gets the job done and theres no turning back.,1
464,flagyl,5,Considerably Effective,Moderate Side Effects,tooth abscess,it cured my tooth abscess even though ampicillin had failed to cure it,"Severe Nausea, occasional vomiting, feeling very tired and lethargic.","Doctor prescribed this for me as I had a tooth abscess of a few weeks duration.  I had previously been prescribed Ampicillin 500mg 3 times a day for it, this resulted in a lessening of the abscess for a few days and then its return as bad as ever.  Started taking the Flagyl and it made me feel lousy.  Nauseous, vomiting, feeling as if I had the flu.  Discovered that the side effects lessened if I ate something substantial (especially dairy products) before taking it.  I was determined to persevere to get rid of the abscess.  This did not begin to subside until the fourth day of treatment, but it did go completely by the seventh day and has not returned.  This was one month ago.  It is an effective drug, but very unpleasant to take.",1
3769,plavix,7,Considerably Effective,No Side Effects,replacement of femoral vein in leg,this is supposed to thin the blood  i dont know how you measure this,The side effect that I noticed was EXTENSIVE bruising wherever the skin is struck or bumped into something.,"After taking this drug for about a month and a half, I fell down some cement stairs quite dramatically.  The next day I was sore, as can be expected.  But I also had HUGE bruises in the spots where I guess I made the most contact or the most severe impact.  (I'm lucky I didn't crack my head open or break something!)One bruise was about 6 inches by 6 inches.",1
4139,percocet,6,Considerably Effective,Moderate Side Effects,pain/headaches,was effective in treating pain that is all it was used for,"Severe Itching, Insomnia, Nausea, Vomiting. The Nausea and Vomiting would often last through the next day.","All in all, it was effective, but not worth taking for the side effects.
Also, it is severly habit forming. If it is pain that can be managed with an over the counter product, I highly reccommend going that route.",1
2192,clonazepam,4,Highly Effective,Moderate Side Effects,anxiety/insomnia/,i took it when my husband of  years left me and my  kids for another woman  i couldnt sleep eat or function  the klonopin helped me sleep which helped me function i probably would have committed suicide without it,"I first noticed that I had trouble memorizing things.  It was the trouble with equilibrium and balance that motivated me to get off of it.  I got to the point where I was a little unsteady walking with flats.  I also had morning grogginess, which would gradually get better by lunch time.","It was hard weaning off because of the insomnia that insued. Once I got off my fibromyalgia got much better, the memory improved, and the disequilibrium slowly improved.",0
1692,ribavirin,10,Highly Effective,Severe Side Effects,hepatitis c,i am in my th week of treatment and my liver enzymes did come down to normal but i will see dr on th to find out if viral load came down,"Some days are better than others.Muscle aches, basically all the flu virus symtoms, plus afeww more.","I take the ribavirin three times a day ,which equals 1200 MG. I also,give my self a sub-cu shot with the interferon, in either the right or left stomach or thigh muscles, this can bring on the chills extreme fatigue, and some other side effects it really sucks.",1
2327,lexapro,1,Ineffective,Extremely Severe Side Effects,depression,it was suspose to help ease my depression issues that happend when the biploar side of me was not in hyper it was a new drug it was suspose to be very effeect not cause any weight gain with very little side effects,I had very bads nightmares for about two nights. The nightmare wre of me hurting my family. I could see myself killing my family it seemed so very real to me I have never experienced any thing like that before in my life. I told my husband to stay up and please watch me to make sure do not do any thing.So I did not take them any more,I was to take one 10mg pill at night before I go to bed every night. It did not matter if it was taken with food or with out food. Either way was fine. I had to take it at the same time every night. I was not suspose ot stop treatment unless my doctor said it was ok.,0
1820,humira,10,Highly Effective,No Side Effects,ankylosing spondylitis,almost complete pain relief  amazing,none,"This drug is amazing!  After being in almost constant neck and shoulder pain for approximately 2 years, within 4 days of my first injection of Humira, I was practically pain free.  I am also taking Etodolac and am planning to taper off this anti-inflammatory in the next couple of months if possible.",1
2816,wellbutrin,9,Considerably Effective,Mild Side Effects,depression,"i feel much better emotionally  i was unable to get out of bed before i started treatment and now i am back to having an interest in life  it doesnt make me nauseous which is a huge plus as far as im concerned  i like that it doesnt cause weight gain or sexual side effects
i was happy that it only made me feel mildly nauseous for a day or so  i feel nearly back to normal emotionally  i was concerned that it made my hands quite shaky for awhile but after a reduced my caffeine intake that subsided  my only complaint is that it makes my ears ring  all the time  it is generally easy to ignore during the day but i have found that i need a fan and a white noise machine set to a high pitch sound like crickets in order to be able to ignore it enough to sleep","It did make me mildly nauseous for the first day that I was on it. After that, all good.  It made my hands very shaky for awhile, but that seems to have subsided for the most part, particularly since I cut my caffeine intake.  Given that it's an amphetamine derivative, it make since that adding another stimulant might lead to side effects.   

My only complaint is that it makes my ears ring.  All the time.  It is generally easy to ignore during the day, but I have found that I need a fan and a white noise machine set to a high pitch sound (like crickets) in order to be able to ignore it enough to sleep.",Started out on one extended release tablet at 150 mg once per day.  After 4 weeks bumped up to 300 mg dose.,1
1957,lyrica,3,Ineffective,Severe Side Effects,fibromyalgia,i really could not give any results as i had a severe reaction to the medicine i broke out in a rash on my elbow to my wrist area and also swelling of my eyes one morning that is when i stopped taking it approx  days into it,A severe rash and I also had some swelling of my eye area.,"I was supposed to take it for 7 days once a night, then two pills for the next 7 nights but I never got that far.",0
2873,avita,7,Considerably Effective,Mild Side Effects,acne,there was decrease in my acne and my skin became considerably smoother,Luckily I did not notice many side effects. I only experienced occasional flaky skin and a very slight stinging sensation.,"I used Tretinoin every night after cleansing my face. After cleansing, I waited 15-20 minutes (as my doctor had recommended) and applied about a dime size of the medication on my entire face. I made sure to use a sunscreen in the morning because Tretinoin makes the skin sensitive to sunlight.",1
2594,buspar,7,Moderately Effective,No Side Effects,anxiety,it did help to relieve my anxiety but sometimes i had to take a full tablet rather than  it did enable me to ably cope with occasions where i otherwise would have been nervous wreck  i can honestly say that it helped me,I didn't have any.,I only took it sporadically whenever needed. I only used it when I needed calming down when I was in a situation that I wouldn't have have been able to cope with.,1
243,wellbutrin-xl,9,Highly Effective,Mild Side Effects,depression,helped my depression considerably  also out of all depression medication i have taken since  i have been able to stop taking wellbutrin the longest before depression symptoms returned so i believe eventually i may be able to stop taking wellbutrin and not have depression symptoms return,"Basically no side effects that I have noticed.  Possibly slightly decreased sex drive but nothing compared to other depression medications I have taken.  Does not cause weight gain, and may actually cause minimal weight loss.  Supposedly may act as stimulant so recommended to take in the a.m.  I have noticed maybe slight stimulant effect.",I pill daily.  I take the medication in the a.m.,1
1715,retin-a-micro,8,Considerably Effective,Mild Side Effects,acne,the benefits were that the bumps under my skin did gradually get smaller and go away  they stayed away as long as i continued to use the product  an unexpected benefit was the my skin had a nice glow to it like i had come from a facial and my skin was smoother after using it for some time,"The side effects were dryness in some areas and peeling, even when not using it, a few days later i would peel. But just flaky, not terrible and no redness.","I started by applying a small amount every other night before bed, but since i was peeling a lot and saw results i started using less frequently.",1
401,restasis,10,Highly Effective,Mild Side Effects,dry eyes,restasis helps with tear related problems  dryness reflex overtearing mucous discharge irritated eyes redness and lid swelling  it can irritate at the initial time of therapy but with extra artificial tears this effect is lessoned,some people get prolonged stinging for 5 to 10 minutes and occasionally increased redness and lid swelling,maintainence for chronic dry eye and sometimes helpful for blepharitis as well.,1
2044,prempro,2,Marginally Effective,Extremely Severe Side Effects,menopausal symptoms,reduction of hot flashes and night sweats,"Constant heavy bleeding that was not controlled on lower dose of progestins.  When the progestins were increased, the bleeding tapered off but insomnia became a major issue.  Some increased fluid retention in the hands and feet. Breast tenderness.","Patient began to experience menopausal symptoms in early 40s.  Prempro was prescribed by physician to treat hot flashes, sleep disturbances, and signs of early vaginal atrophy.  When heavy vaginal bleeding continued to be problematic, hgher doses of progestins were tried.  The result was increasing severity of the sleep disturbances although the vaginal bleeding subsided.  After the patient developed FMS, Prempro was discontinued by another physician and the patient placed on bioidentical hormones.  Breast tenderness subsided and sleep patterns improved.  Patient later developed bladder cancer, although no familial or behavioral risk factors were present.",0
1996,vicodin,10,Highly Effective,No Side Effects,cesarean,i chose to take vicodin instead of an ibuprofin based pain killer because my holistic doctor believes ibuprofin  slows healing time for me vicodin has literally no noticable side effects of course i only took a limited amount for acute pain which was relieved ,"I felt no palpable side effects. I also was very cautious to take no more than what I needed, not only because it can be habit forming but because it can cause constipation which was the last thing I wanted!","I was instructed to take every eight hours however I found that I only needed a half pill and subsequently only took three pills, actually I took two and a half and stoll felt no pain.",1
3355,lipitor,10,Highly Effective,No Side Effects,high cholesterol,lowered total blood cholesterol levels in particular my ldl low cholesterol was lowered significantly while hdl good cholesterol was elevated,There were no negative side effects of this treatment,"the cholesterol lowering medication (Lipitor) is taken once a day at bedtime. It was recommended that a full glass of water be taken with administration of each tablet of Lipitor. In addition, blood tests are required every 4 to 6 months to test liver functions.",1
4131,chantix,2,Considerably Effective,Extremely Severe Side Effects,quit smoking,i didnt feel the urge as much as i did before the medication but they were still there,"Nausea, depression, suicidal thoughts, vivid dreams","I built up the dosage like I was supposed to and took the twice daily dose for two days.  I spent both of those days unable to move because of the nausea, so my doctor recommended I drop down to .5 mg a day. On that small dosage I became very depressed and began having suicidal thoughts as well as very vivid dreams.  I went off the drug and then tried it again a few months later only to have the same depression issues. I'd rather keep smoking and try to find a new way to quit than to lose my life on this drug.",0
3017,cipro,1,Ineffective,Severe Side Effects,uti,none,"Insomnia, back pain, muscle pain and cramping everywhere especially my legs, joint pain in knees ankles fingers, throat swelling, throbbing and sharp pains behind my knees, heavy feeling in my legs like i was dragging them severe anxiety like i kept picturing myself dying and the poisen running threw my veins(yes creepy) and for about five minutes i was lying in bed and my limbs felt too heavy to move like i was paralized.",I will never take this TOXIC excuse for a medicine again in my life and i will tell everyone i know to demand another option. This stuff is pure poison. Went to the doctor today said i was having adverse reactions and sent me home with a new perscription although seemed to not fully believe my symptoms were real which I can assure u all they were and ARE! I am afraid of long term effects and this was only after ONE 500 mg dose! This is truly terrifying stuff,0
2710,prometrium,9,Considerably Effective,No Side Effects,menopausal symptoms,prometrium is a form of progesterone that helps ameliorate some common menopausal symptoms including insomnia,No noticeable side effects were apparent with this medication.,"The daily dosage was one 100mg. capsule, taken at bedtime. There were no ""rest days"" with this form of HRT. An annual blood test was recommended, to ensure liver health.",1
450,lorazepam,10,Highly Effective,No Side Effects,"insomnia, anxiety",i go to sleep within an hour and a half of taking it i even get up to use the toilet around  am and i have no problem falling back asleep tried ambien for  months but i had to keep upping the dose and i still couldnt sleep plus ambien made my anxiety worse now my anxiety is gone and i am generally more content with life i can sweat the small stuff if you know what i mean i did start prozac about the same time,"I haven't had any at all, even if I miss a night which is rare. My mornings are slow, but than again I've never been a ""morning person"". One cup of tea and I'm good to go.",I take 1 mg before bed. My natural path doctor recomended Lorazepam after a horrible experience with Effexsor. I also that 20 mg of Prozac at night also.,1
1234,asacol,6,Considerably Effective,No Side Effects,crohns disease,less flair ups of the crohns disease less diarhea and cramping,no side effects evidentent,"I believe you mean the treatment of the disease. For me it was taking my medication Asacol, and watching my diet. I understand foods have different effects on different individuals. For me, avoiding foods high in fat, avoiding excessive sugars and high fiber foods (popcorn, nuts) made the difference for me. The drug w/o diet would not work.

Should stress be factored, that too, weighed heavily.",1
